Identifier,Collection Name,Title#1,Creator#1,CreatorLink#1,Creator#2,CreatorLink#2,Subject#1,SubjectLink#1,Subject#2,SubjectLink#2$2,SubjectLink#2$1,Subject#3,SubjectLink#3,Description#1,Contributor#1,ContributorLink#1,Contributor#10,ContributorLink#10,Contributor#11,ContributorLink#11,Contributor#12,ContributorLink#12,Contributor#13,ContributorLink#13,Contributor#14,ContributorLink#14,Contributor#15,ContributorLink#15,Contributor#16,ContributorLink#16,Contributor#17,Contributor#18,ContributorLink#18,Contributor#19,ContributorLink#19,Contributor#2,ContributorLink#2,Contributor#20,ContributorLink#20,Contributor#21,ContributorLink#21,Contributor#22,ContributorLink#22,Contributor#23,ContributorLink#23,Contributor#24,ContributorLink#24,Contributor#25,ContributorLink#25,Contributor#26,ContributorLink#26,Contributor#27,ContributorLink#27,Contributor#28,ContributorLink#28,Contributor#29,ContributorLink#29,Contributor#3,ContributorLink#3,Contributor#30,ContributorLink#30,Contributor#31,Contributor#32,Contributor#33,ContributorLink#33,Contributor#34,ContributorLink#34,Contributor#35,Contributor#36,Contributor#37,ContributorLink#37,Contributor#38,ContributorLink#38,Contributor#39,ContributorLink#39,Contributor#4,ContributorLink#4,Contributor#40,Contributor#41,Contributor#42,Contributor#43,Contributor#44,ContributorLink#44,Contributor#45,Contributor#46,ContributorLink#46,Contributor#5,Contributor#47,Contributor#48,Contributor#49,ContributorLink#5,Contributor#6,Contributor#50,ContributorLink#6,Contributor#7,Contributor#8,ContributorLink#8,Contributor#9,ContributorLink#9,Date#1,Type#1,TypeLink#1,Format#1,FormatLink#1,Language#1,LanguageLink#1,Relation#1,RelationLink#1,RelationLink#2,Coverage#1,CoverageLink#1,Rights#1,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME
COU:2436:01:002:024,Colorado Shakespeare Festival Collection,The 1975 Colorado Shakespeare Festival,"Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,,,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/subjects/sh85039336,http://id.loc.gov/authorities/names/n80125532,,,"This theater program from the 1975 annual Colorado Shakespeare Festival features the plays Cymbeline, As You Like It, and Romeo and Juliet by William Shakespeare. It includes notes on the Festival and each play; photographs and biographical sketches for the staff and cast; numerous photographs and illustrations; and advertisements from local Festival supporters. The program also includes Festival Notes, 1958-1975, a comparison between the CSF of 1958 and 1975, and a listing of plays and directors from 1958 to 1975.","Crouch, J. H.",,"Rolen, Richard",,"Rovetch, Jennifer J.",,"Hall, Sands",http://id.loc.gov/authorities/names/no00094634,"Sampson, Ed",,"Steckler, Theodore",,"Walker, David Arthur",,"Ericson, Richard",,"Weiser, Ricky","Wells, David",,"Woods, Ron",,"Nickerson, Ruth",,"Vaughn, Art",,"Amendola, Tony",http://id.loc.gov/authorities/names/no2008126611,"Zukerman, Robert",,"Hirschboeck, Robert",,"Barton, Robert, 1945",http://id.loc.gov/authorities/names/n84030571,"Blake, Marian",,"Cass, Lousie H.",,"De Santis, Patrick",,"Foxman, J. Rachel",,"Donadio, James",,"O'Conner, Paul V.",,"Giffin, Peter David",,"Glicker, David Mark","Graff, Jess","Hall, Kent",,"Wickstrom, Gordon M.",,"Hall, Paula Preston","Jones, Donald R.","Jones, Marilyn, 1956-",http://id.loc.gov/authorities/names/n93095698,"Kallus, Robert",,"Knaub, Mandy",,"Edmondson, James",,"MacCameron, Barbara L.",,,,,,,,,"Payne, Tonia L.",,,,,"Rabold, Rex",,,"Rahal, Carl A.","Yang, Daniel Shih-pÊ»eng",http://id.loc.gov/authorities/names/n97867624,"Riehle, Richard, 1948-",http://id.loc.gov/authorities/names/no2003109458,1975,Text,http://purl.org/dc/dcmitype/Text,theater programs,http://vocab.getty.edu/aat/300027217,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50578,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",15,4622,narv_shakespeareFest_1975Program.pdf
COU:2436:01:002:025,Colorado Shakespeare Festival Collection,The 19th annual Colorado Shakespeare Festival,"Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,,,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/subjects/sh85039336,http://id.loc.gov/authorities/names/n80125532,,,"This theater program from the 19th Annual Colorado Shakespeare Festival features the plays The Comedy of Errors, The Tempest, and King John by William Shakespeare. It includes notes on the Festival and each play; photographs and biographical sketches for the staff and cast; numerous photographs and illustrations; and advertisements from local Festival supporters.","Benedetti, Robert L.",http://id.loc.gov/authorities/names/n80098378,"Williams, Denis R.",,"Williams, Thomas D.",,"Miller, David K.",,"Yarian, Stephan",,"Amendola, Tony",http://id.loc.gov/authorities/names/no2008126611,"Browne, Peggy",,"Gardner, Craig",,"Davis, Priscilla","Dumas, Mark M.",,"Eiche, Jeff",,"Schechtman, Ivan",,"Ferwerda, Craig",,"Giffin, Peter D.",,"Grubb, Shirley",,"O'Brien, Kevin Patrick",,"Holzberg, Roger",http://id.loc.gov/authorities/names/nr00014188,"MacCameron, Barbara L.",,"Macy, Cynthia Noel",,"McAfee, Joan Keogh",,"Potts, Lee",,"O'Brien, Laurie",,"Smith, Steve",,"Olson, Mary",,"Rahal, Carl A","Rorke, Richard","Sampson, Ed",,,,,,,,,,,,"Fitzsimmons, Brian",,,,,,,,,,,"Styles, Lynda B.",,,,,"Toth, John W.",,,"Walker, David Arthur","Weiser, Ricky",,"Wilcox, Charles",,1976,Text,http://purl.org/dc/dcmitype/Text,theater programs,http://vocab.getty.edu/aat/300027217,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50579,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",16,4622,narv_shakespeareFest_1976Program.pdf
COU:2436:01:002:026,Colorado Shakespeare Festival Collection,"20th annual Colorado Shakespeare Festival, Boulder, Colorado, 1977","Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,,,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/subjects/sh85039336,http://id.loc.gov/authorities/names/n80125532,,,"This theater program from the 20th Annual Colorado Shakespeare Festival features the plays Much Ado About Nothing, The Merchant of Venice, and Richard II by William Shakespeare. It includes notes on the Festival and each play; photographs and biographical sketches for the staff and cast; numerous photographs and illustrations; and advertisements from local Festival supporters.","Reynolds, Edgar",http://id.loc.gov/authorities/names/n2009039284,"Schaub, Randy",,"Shaw, Margie",,"Maddux, Jacklyn",,"Springer, Anya",,"Stubbs, Jim",,"Wall, George",,"Giffin, Peter D.",,"Weiser, Ricky","Williams, Denis",,"Woehlk, Heinz",,"Ponzlov, Frederick",,"Zetterberg, Mark C.",http://id.loc.gov/authorities/names/no2014005448,"Anthony, Bill",,"Bennett, C. V.",,"McQuown, Mark",,"Burgreen, Andrew",,"Carnahan, Shirley",,"Chamberlain, Richard Wells",,"Crowley, George T.",,"Gordon, Brad",,"Gruber, Margo",,"Rachele, Rainard",,"Johnson, William (William J.)",http://id.loc.gov/authorities/names/nb2002079028,"Lott, Larry C.","Lymberopoulos, John","Lyons, Tom",,"Mitchell, Ronald Elwy, 1905-1986",http://id.loc.gov/authorities/names/no2001046128,"Michaels, Greg","Miller, David K.","Morel, Jean Louis",,"Muzikar, Joseph F",,"Olson, Mary",,"Gale, Randolph",,,,,,,,,,,"Rahal, Carl A",,,,,"Reinhart, Roderick L.",,,"Rorke, Richard","Crouch, J.H.",,"Schaeffer, Cathy",,1977,Text,http://purl.org/dc/dcmitype/Text,theater programs,http://vocab.getty.edu/aat/300027217,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50580,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",17,4622,narv_shakespeareFest_1977Program_b.pdf
COU:2436:01:002:026,Colorado Shakespeare Festival Collection,"20th annual Colorado Shakespeare Festival, Boulder, Colorado, 1977","Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,,,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/subjects/sh85039336,http://id.loc.gov/authorities/names/n80125532,,,"This theater program features the plays Much Ado about Nothing, Richard II, and The Merchant of Venice by William Shakespeare.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977,Text,http://purl.org/dc/dcmitype/Text,theater programs,http://vocab.getty.edu/aat/300027217,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50580,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",40,4622,narv_shakespeareFest_1977Program_a.pdf
COU:2436:01:002:027,Colorado Shakespeare Festival Collection,"21st annual Colorado Shakespeare Festival, July 21-August 18, 1978","Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,,,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/subjects/sh85039336,http://id.loc.gov/authorities/names/n80125532,,,"This theater program from the 21st Annual Colorado Shakespeare Festival features the plays Twelfth Night, Othello, and Henry IV, Part 1 by William Shakespeare. It includes notes on the Festival and each play; photographs and biographical sketches for the staff and cast; numerous photographs and illustrations; and advertisements from local Festival supporters.","Benedetti, Robert L.",http://id.loc.gov/authorities/names/n80098378,"Reese, Lawrence",,"Rogers, Edward Lloyd",,"Hansche, Carol",,"Sanders, Dan",,"Schaeffer, Cathy",,"Shaw, Margie",,"Davis, William",,"Sneed, Philip C.","Tilson, Alan",,"Trautman, Allan, 1955-",http://id.loc.gov/authorities/names/no2015051051,"Lyth, Kjeld Erik",,"Wells, David M.",,"Ammen, Sharon",,"West, Steve",,"Hodge, Robin",,"Wilcox, Charles",,"Willson, Robert",,"Wisecarver, Jay R.",,"Bennett, C. V.",,"Defilippis, Leonardo",,"Benson, Gigi",,"Marcus, Richard",,"Brownson, Jeffrey",,"Bryant, David","Carnahan, Shirley","Finnegan, James",,"Cobin, Martin, 1920-",http://id.loc.gov/authorities/names/no2010056494,"Friedlander, Larry","Giffin, Peter D.","Gordon, Brad",,"Halston, Susannah",,"Johnson, William (William J.)",http://id.loc.gov/authorities/names/nb2002079028,"Crouch, J.H.",,"Kasahara, Margaret","Krelle, Jan","Laventhall, Don","Lehmann, Barbara",,,,,,"Maynard, Richard",,,,,"Mays, Rod",,,"McMartin, Cole","Stanley, Audrey",,"Rachele, Rainard",,1978,Text,http://purl.org/dc/dcmitype/Text,theater programs,http://vocab.getty.edu/aat/300027217,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50581,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",18,4622,narv_shakespeareFest_1978Program.pdf
COU:2436:01:002:027,Colorado Shakespeare Festival Collection,"Colorado Shakespeare Festival 1978, 21st annual","Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,,,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/subjects/sh85039336,http://id.loc.gov/authorities/names/n80125532,,,"This theater program features the plays Twelfth Night, Othello, and Henry VI, Part One by William Shakespeare.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978,Text,http://purl.org/dc/dcmitype/Text,theater programs,http://vocab.getty.edu/aat/300027217,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50581,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",41,4622,narv_shakespeareFest_1978Program.pdf
COU:2436:01:002:028,Colorado Shakespeare Festival Collection,Colorado Shakespeare Festival 1979,"Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,,,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/subjects/sh85039336,http://id.loc.gov/authorities/names/n80125532,,,"This theater program features the plays A Midsummer Night's Dream, King Lear, and Henry IV, Part Two by William Shakespeare.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1979,Text,http://purl.org/dc/dcmitype/Text,theater programs,http://vocab.getty.edu/aat/300027217,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50582,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",42,4622,narv_shakespeareFest_1979Program_a.pdf
COU:2436:01:002:028,Colorado Shakespeare Festival Collection,"Colorado Shakespeare Festival, 22nd season, July 20 through August 19, 1979","Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,,,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/subjects/sh85039336,http://id.loc.gov/authorities/names/n80125532,,,"This theater program from the 22nd annual Colorado Shakespeare Festival features the plays A Midsummer Night's Dream, King Lear, and Henry IV, Part 2 by William Shakespeare. It includes notes on the Festival and each play; photographs and biographical sketches for the staff and cast; numerous photographs and illustrations; and advertisements from local Festival supporters.","Mitchell, Ronald Elwy, 1905-1986",http://id.loc.gov/authorities/names/no2001046128,"Trautman, Allan, 1955-",http://id.loc.gov/authorities/names/no2015051051,"Wells, David M.",,"Lyth, Kjeld Erik",,"Wickstrom, Gordon",,"Wilcox, Charles",,"Williams, Denis R.",,"Dahne, Julius L.",,"York, Will","Baker, Kip",,"Batson, Tim",,"Rowan, Tom",http://id.loc.gov/authorities/names/no2008144079,"Beigelman, Mark L.",,"Carnahan, Shirley",,"Childs, Casey",,"McKenzie, Michael",,"Cleveland, David",,"Donaghy, Maggie",,"Finnegan, James",,"Friedlander, Larry",,"Harper, Scott",http://id.loc.gov/authorities/names/n2011032900,"Helde, Annette",,"Sanders, Dan",,"Jamieson, Todd, 1953-2004",http://id.loc.gov/authorities/names/no2011159124,"Glover, William","Merghelani, Mohamed A.","Merghelani, Osama",,"Meyer, Ursula",,"Olson, Mary","Rock, Christopher Erin",,,,,,,"Crea, Patrick",,,,,,,,,,,"Sandoe, Samuel C.",,,,,"Shaw, Margie",,,"Sneed, Philip C.","Markus, Tom",http://id.loc.gov/authorities/names/n79086078,"Thomas, George Thomas",,1979,Text,http://purl.org/dc/dcmitype/Text,theater programs,http://vocab.getty.edu/aat/300027217,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50582,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",19,4622,narv_shakespeareFest_1979Program_b.pdf
COU:2436:01:002:029,Colorado Shakespeare Festival Collection,"23rd annual Colorado Shakespeare Festival, Boulder, Colorado 1980","Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,,,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/subjects/sh85039336,http://id.loc.gov/authorities/names/n80125532,,,"This theater program features the plays The Taming of the Shrew, Julius Caesar, and All's Well that Ends Well by William Shakespeare.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980,Text,http://purl.org/dc/dcmitype/Text,theater programs,http://vocab.getty.edu/aat/300027217,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50583,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",43,4622,narv_shakespeareFest_1980Program_a.pdf
COU:2436:01:002:029,Colorado Shakespeare Festival Collection,"Colorado Shakespeare Festival, 23rd season, July 18 through August 18, 1980","Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,,,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/subjects/sh85039336,http://id.loc.gov/authorities/names/n80125532,,,"This theater program from the 23nd Annual Colorado Shakespeare Festival features the plays Love's Labour's Lost, Hamlet, and Henry V by William Shakespeare. It includes notes on the Festival and each play; photographs and biographical sketches for the staff and cast; numerous photographs and illustrations; and advertisements from local Festival supporters.","Yang, Daniel Shih-pÊ»eng",http://id.loc.gov/authorities/names/n97867624,"Shaw, Margie",,"Shepard, Jane, 1958-",http://id.loc.gov/authorities/names/no2009000578,"Jans, Dennis",,"Sneed, Philip C",,"Stocker, David",,"Swartsfager, Scott",,"Dickerson, Judith",,"Watson, Marshall","Wilcox, Charles",,"York, Will",,"Moore, Randy",,"Baker, Dylan",http://id.loc.gov/authorities/names/no98115277,"Batson, Tim",,"Bening, Annette",http://id.loc.gov/authorities/names/n92003597,"Lyth, Kjeld Erik",,"Boozer, Christopher",,"Buckland, Tom",,"Bundy, Rob",,"Donaghy, Margaret",,"Finnegan, James",,"Friedlander, Larry",,"Morden, Dave",,"Guss, Peter",,"Guthrie, Clare-Marie","Hinton, Lizabeth","Clay, Jack",http://id.loc.gov/authorities/names/n2009051756,"Mancuso, Michael",,"Masters, Alan Stephen","Maynard, Anita","McCrea, Kirk",,"McKenzie, Michael",,,,"Carnahan, Shirley",,,,,,,,,,,"Mullins, Paul",,,,,"O'Connell, Patrick",,,"Rock, Christopher Erin","Cameron-Webb, Gavin",,"Rowan, Tom",http://id.loc.gov/authorities/names/no2008144079,1980,Text,http://purl.org/dc/dcmitype/Text,theater programs,http://vocab.getty.edu/aat/300027217,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50583,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",20,4622,narv_shakespeareFest_1980Program_b.pdf
COU:2436:01:002:030,Colorado Shakespeare Festival Collection,"Colorado Shakespeare Festival, 24th season, July 17 through August 21, 1981","Colorado Shakespeare Festival, publisher",http://id.loc.gov/authorities/names/n80014177,,,"Shakespeare, William, 1564-1616 -- Dramatic production",http://id.loc.gov/authorities/subjects/sh85120938,Drama festivals -- Colorado,http://id.loc.gov/authorities/subjects/sh85039336,http://id.loc.gov/authorities/names/n80125532,,,"This theater program from the 24th annual Colorado Shakespeare Festival features the plays The Taming of the Shrew, Julius Caesar, and All's Well That Ends Well by William Shakespeare. It includes notes on the Festival and each play; photographs and biographical sketches for the staff and cast; numerous photographs and illustrations; and advertisements from local Festival supporters. The front cover is missing.","Markus, Tom",http://id.loc.gov/authorities/names/n79086078,"Rutledge, Andrea S.",,"Sandoe, Samuel",,"Kleffner, Randy Stephen",,"Shortridge, David H.",,"Stadler, Tom",,"Urbanski, Michael",,"Estes, Lou",,"White, Laurel","Wilcox, Charles",,"Wilcox, Ian",,"McCrea, Kirk",,"York, Will",,"Barchilon, Paul",,"Bedard, Dan",,"Kramer, Barry",,"Bonnett, Jeanne",,"Brauer, David C.",,"Crook, Peter",,"Dahne, Julius",,"Freeman, Christopher Burritt",,"Gallagher, Megan",http://id.loc.gov/authorities/names/no96042330,"Mitchell, Tom",,"Glasgow, Gary",,"Guthrie, Clare-Marie","Harum, David O.","Kenny, Jason",,"Cobin, Martin, 1920-",http://id.loc.gov/authorities/names/no2010056494,"Malmberg, Richard Olas","Mancuso, Michael","Manis, David, 1959-",http://id.loc.gov/authorities/names/no2010014601,"Mathis, Lynn",http://id.loc.gov/authorities/names/no2005039556,"McBride, Randall",,"Drevescraft, James",,,,,,,,,,,"Moore, John",,,,,"Osborne, Duncan T.",,,"Reed, Margaret","Kahn, Michael, 1945-",http://id.loc.gov/authorities/names/n98032888,"Rowan, Tom",http://id.loc.gov/authorities/names/no2008144079,1981,Text,http://purl.org/dc/dcmitype/Text,theater programs,http://vocab.getty.edu/aat/300027217,English,http://id.loc.gov/vocabulary/iso639-2/eng,"Special Collections, Archives & Preservation, University of Colorado Boulder",Catalog record: http://archives.colorado.edu/repositories/2/archival_objects/50584,Collection record: http://libraries.colorado.edu/record=b10161644~S3,"Boulder, Colorado",http://vocab.getty.edu/tgn/7013446,"Copyright and other restrictions may apply. User is responsible for compliance with all applicable laws. For information about copyright law, please see https://www.cusys.edu/DigitalLibrary/copyright.html.",21,4622,narv_shakespeareFest_1981Program_b.pdf
